trainer_id	trainer_label	trainer_base	battle_index	role	battle_type	ai_flags	party_size	min_level	max_level	perfect_ivs	has_ev_spread	roster	ivs	evs	source	confidence
39	Aroma Lady Violet	Aroma Lady Violet	1	route	Singles	Check Bad Move	2	56	56	FALSE	FALSE	Vileplume:56:UNK:NONE:Hardy:Aromatherapy,Poison Powder,Stun Spore,Petal Blizzard|Bellossom:56:UNK:NONE:Hardy:Stun Spore,Sunny Day,Petal Blizzard,Petal Dance	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
40	Aroma Lady Rose2	Aroma Lady Rose	2	route	Singles	Check Bad Move	2	29	29	FALSE	FALSE	Lilligant:29:UNK:NONE:Hardy:Synthesis,Teeter Dance,Sleep Powder,Quiver Dance|Garbodor:29:UNK:NONE:Hardy:Stockpile,Swallow,Body Slam,Sludge Bomb	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
41	Aroma Lady Rose3	Aroma Lady Rose	3	route	Singles	Check Bad Move	2	29	29	FALSE	FALSE	Lilligant:29:UNK:NONE:Hardy:Synthesis,Teeter Dance,Sleep Powder,Quiver Dance|Garbodor:29:UNK:NONE:Hardy:Stockpile,Swallow,Body Slam,Sludge Bomb	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
42	Aroma Lady Rose4	Aroma Lady Rose	4	route	Singles	Check Bad Move	2	29	29	FALSE	FALSE	Lilligant:29:UNK:NONE:Hardy:Synthesis,Teeter Dance,Sleep Powder,Quiver Dance|Garbodor:29:UNK:NONE:Hardy:Stockpile,Swallow,Body Slam,Sludge Bomb	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
43	Aroma Lady Rose5	Aroma Lady Rose	5	route	Singles	Check Bad Move	2	29	29	FALSE	FALSE	Lilligant:29:UNK:NONE:Hardy:Synthesis,Teeter Dance,Sleep Powder,Quiver Dance|Garbodor:29:UNK:NONE:Hardy:Stockpile,Swallow,Body Slam,Sludge Bomb	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
44	Lvl -1 Ruin Maniac Dusty	Lvl -1 Ruin Maniac Dusty	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	5	-1	-2	TRUE	TRUE	Dugtrio-Alola:-2:Sand Force:Life Orb:Jolly:Earthquake,Iron Head,Stone Edge,Sucker Punch|Minior:-2:Shields Down:White Herb:Naive:Shell Smash,Power Gem,Earthquake,Acrobatics|Dracovish:-2:Sand Rush:Mystic Water:Jolly:Fishious Rend,Dragon Claw,Ice Fang,Psychic Fangs|Aerodactyl:-1:Rock Head:Aerodactylite:Jolly:Hone Claws,Stone Edge,Earthquake,Dual Wingbeat|Aerodactyl-Mega:-1:Tough Claws:Aerodactylite:Jolly:Hone Claws,Stone Edge,Earthquake,Dual Wingbeat	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|252 at,6 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
45	Rival Masta Janes	Rival Masta Janes	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	7	0	0	TRUE	TRUE	Iron Bundle:0:Quark Drive:Booster Energy:Hasty:Freeze-Dry,Flip Turn,Ice Beam,Drill Peck|Meowscarada:0:Protean:Life Orb:Adamant:Triple Axel,Play Rough,Flower Trick,Sucker Punch|Alakazam:0:Magic Guard:Wise Glasses:Modest:Dazzling Gleam,Hidden Power,Psychic,Energy Ball|Ninjask:0:Speed Boost:Expert Belt:Adamant:Swords Dance,X-Scissor,Dual Wingbeat,First Impression|Urshifu-Rapid-Strike:0:Unseen Fist:Coba Berry:Jolly:Surging Strikes,Bulk Up,Iron Head,Close Combat|Infernape:0:Iron Fist:Infernapite:Jolly:Poison Jab,Close Combat,Pyro Ball,Acrobatics|Infernape-Mega:0:Iron Fist:Infernapite:Jolly:Poison Jab,Close Combat,Pyro Ball,Acrobatics	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 at,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
46	Ruin Maniac Foster	Ruin Maniac Foster	1	route	Singles	Check Bad Move	2	55	55	FALSE	FALSE	Seismitoad:55:UNK:NONE:Hardy:Flail,Drain Punch,Echoed Voice,Hydro Pump|Sandslash:55:UNK:NONE:Hardy:Gyro Ball,Swords Dance,Sandstorm,Earthquake	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
47	Lvl -1 Ruin Maniac Dusty2	Lvl -1 Ruin Maniac Dusty	2	route	Singles	Check Bad Move	5	-1	-2	TRUE	TRUE	Dugtrio-Alola:-2:Sand Force:Life Orb:Jolly:Earthquake,Iron Head,Stone Edge,Sucker Punch|Minior:-2:Shields Down:White Herb:Naive:Shell Smash,Power Gem,Earthquake,Acrobatics|Dracovish:-2:Sand Rush:Mystic Water:Jolly:Fishious Rend,Dragon Claw,Ice Fang,Psychic Fangs|Aerodactyl:-1:Rock Head:Aerodactylite:Jolly:Hone Claws,Stone Edge,Earthquake,Dual Wingbeat|Aerodactyl-Mega:-1:Tough Claws:Aerodactylite:Jolly:Hone Claws,Stone Edge,Earthquake,Dual Wingbeat	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|252 at,6 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
48	Lvl -1 Ruin Maniac Dusty3	Lvl -1 Ruin Maniac Dusty	3	route	Singles	Check Bad Move	5	-1	-2	TRUE	TRUE	Dugtrio-Alola:-2:Sand Force:Life Orb:Jolly:Earthquake,Iron Head,Stone Edge,Sucker Punch|Minior:-2:Shields Down:White Herb:Naive:Shell Smash,Power Gem,Earthquake,Acrobatics|Dracovish:-2:Sand Rush:Mystic Water:Jolly:Fishious Rend,Dragon Claw,Ice Fang,Psychic Fangs|Aerodactyl:-1:Rock Head:Aerodactylite:Jolly:Hone Claws,Stone Edge,Earthquake,Dual Wingbeat|Aerodactyl-Mega:-1:Tough Claws:Aerodactylite:Jolly:Hone Claws,Stone Edge,Earthquake,Dual Wingbeat	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|252 at,6 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
49	Lvl -1 Ruin Maniac Dusty4	Lvl -1 Ruin Maniac Dusty	4	route	Singles	Check Bad Move	5	-1	-2	TRUE	TRUE	Dugtrio-Alola:-2:Sand Force:Life Orb:Jolly:Earthquake,Iron Head,Stone Edge,Sucker Punch|Minior:-2:Shields Down:White Herb:Naive:Shell Smash,Power Gem,Earthquake,Acrobatics|Dracovish:-2:Sand Rush:Mystic Water:Jolly:Fishious Rend,Dragon Claw,Ice Fang,Psychic Fangs|Aerodactyl:-1:Rock Head:Aerodactylite:Jolly:Hone Claws,Stone Edge,Earthquake,Dual Wingbeat|Aerodactyl-Mega:-1:Tough Claws:Aerodactylite:Jolly:Hone Claws,Stone Edge,Earthquake,Dual Wingbeat	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|252 at,6 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
50	Lvl -1 Ruin Maniac Dusty5	Lvl -1 Ruin Maniac Dusty	5	route	Singles	Check Bad Move	5	-1	-2	TRUE	TRUE	Dugtrio-Alola:-2:Sand Force:Life Orb:Jolly:Earthquake,Iron Head,Stone Edge,Sucker Punch|Minior:-2:Shields Down:White Herb:Naive:Shell Smash,Power Gem,Earthquake,Acrobatics|Dracovish:-2:Sand Rush:Mystic Water:Jolly:Fishious Rend,Dragon Claw,Ice Fang,Psychic Fangs|Aerodactyl:-1:Rock Head:Aerodactylite:Jolly:Hone Claws,Stone Edge,Earthquake,Dual Wingbeat|Aerodactyl-Mega:-1:Tough Claws:Aerodactylite:Jolly:Hone Claws,Stone Edge,Earthquake,Dual Wingbeat	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|252 at,6 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
51	Interviewer Gabby And Ty	Interviewer Gabby And Ty	1	route	Doubles	Check Bad Move	2	34	34	FALSE	FALSE	Swalot:34:UNK:NONE:Hardy:Stockpile,Spit Up,Swallow,Sludge Bomb|Zangoose:34:UNK:NONE:Hardy:Revenge,Crush Claw,False Swipe,Embargo	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
52	Interviewer Gabby And Ty2	Interviewer Gabby And Ty	2	route	Doubles	Check Bad Move	2	55	55	FALSE	FALSE	Swalot:55:UNK:NONE:Hardy:Gastro Acid,Belch,Wring Out,Gunk Shot|Zangoose:55:UNK:NONE:Hardy:Taunt,Agility,Swords Dance,Close Combat	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
53	Interviewer Gabby And Ty3	Interviewer Gabby And Ty	3	route	Doubles	Check Bad Move	2	60	60	FALSE	FALSE	Swalot:60:UNK:NONE:Hardy:Gastro Acid,Belch,Wring Out,Gunk Shot|Zangoose:60:UNK:NONE:Hardy:Taunt,Agility,Swords Dance,Close Combat	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
54	Interviewer Gabby And Ty4	Interviewer Gabby And Ty	4	route	Doubles	Check Bad Move	2	60	60	FALSE	FALSE	Swalot:60:UNK:NONE:Hardy:Gastro Acid,Belch,Wring Out,Gunk Shot|Zangoose:60:UNK:NONE:Hardy:Taunt,Agility,Swords Dance,Close Combat	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
55	Interviewer Gabby And Ty5	Interviewer Gabby And Ty	5	route	Doubles	Check Bad Move	2	60	60	FALSE	FALSE	Swalot:60:UNK:NONE:Hardy:Gastro Acid,Belch,Wring Out,Gunk Shot|Zangoose:60:UNK:NONE:Hardy:Taunt,Agility,Swords Dance,Close Combat	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
56	Interviewer Gabby And Ty6	Interviewer Gabby And Ty	6	route	Doubles	Check Bad Move	2	60	60	FALSE	FALSE	Swalot:60:UNK:NONE:Hardy:Gastro Acid,Belch,Wring Out,Gunk Shot|Zangoose:60:UNK:NONE:Hardy:Taunt,Agility,Swords Dance,Close Combat	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
57	Tuber F Lola	Tuber F Lola	1	route	Singles	Check Bad Move	2	20	20	TRUE	FALSE	Clamperl:20:UNK:NONE:Hardy:Bubble,Whirlpool,Iron Defense,Aurora Beam|Seadra:20:UNK:NONE:Hardy:Water Gun,Leer,Water Gun,Twister	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
58	Tuber F Austina	Tuber F Austina	1	route	Singles	Check Bad Move	1	56	56	FALSE	FALSE	Slaking:56:UNK:NONE:Hardy:Counter,Flail,Fling,Punishment	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
59	Tuber F Gwen	Tuber F Gwen	1	route	Singles	Check Bad Move	1	56	56	FALSE	FALSE	Slaking:56:UNK:NONE:Hardy:Counter,Flail,Fling,Punishment	0 hp,0 at,0 df,0 sa,0 sd,0 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
60	Tuber F Lola2	Tuber F Lola	2	route	Singles	Check Bad Move	2	20	20	TRUE	FALSE	Clamperl:20:UNK:NONE:Hardy:Bubble,Whirlpool,Iron Defense,Aurora Beam|Seadra:20:UNK:NONE:Hardy:Water Gun,Leer,Water Gun,Twister	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
61	Tuber F Lola3	Tuber F Lola	3	route	Singles	Check Bad Move	2	20	20	TRUE	FALSE	Clamperl:20:UNK:NONE:Hardy:Bubble,Whirlpool,Iron Defense,Aurora Beam|Seadra:20:UNK:NONE:Hardy:Water Gun,Leer,Water Gun,Twister	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
62	Tuber F Lola4	Tuber F Lola	4	route	Singles	Check Bad Move	2	20	20	TRUE	FALSE	Clamperl:20:UNK:NONE:Hardy:Bubble,Whirlpool,Iron Defense,Aurora Beam|Seadra:20:UNK:NONE:Hardy:Water Gun,Leer,Water Gun,Twister	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
63	Tuber F Lola5	Tuber F Lola	5	route	Singles	Check Bad Move	2	20	20	TRUE	FALSE	Clamperl:20:UNK:NONE:Hardy:Bubble,Whirlpool,Iron Defense,Aurora Beam|Seadra:20:UNK:NONE:Hardy:Water Gun,Leer,Water Gun,Twister	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
64	Tuber M Ricky	Tuber M Ricky	1	route	Singles	Check Bad Move	1	22	22	TRUE	FALSE	Simipour:22:UNK:NONE:Hardy:Scald	31 hp,31 at,31 df,31 sa,31 sd,31 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
65	Guitarist Brian 6 Badges	Guitarist Brian 6 Badges	1	route	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	7	0	0	FALSE	TRUE	Silvally-Dark:0:RKS System:Dark Memory:Jolly:Multi-Attack,Psychic Fangs,Rock Slide,Parting Shot|Silvally-Flying:0:RKS System:Flying Memory:Timid:Air Slash,Tailwind,Shadow Ball,Hidden Power|Silvally-Ground:0:RKS System:Ground Memory:Jolly:Multi-Attack,X-Scissor,Flame Charge,Swords Dance|Silvally-Grass:0:RKS System:Grass Memory:Jolly:Multi-Attack,U-turn,Fire Fang,Ice Fang|Silvally-Ice:0:RKS System:Ice Memory:Timid:Ice Beam,Thunderbolt,Flamethrower,Surf|Silvally:0:RKS System:Life Orb:Jolly:Multi-Attack,Iron Head,Dragon Claw,Shadow Claw|Steelix-Mega:0:Heatproof:Steelixite:Brave:Spin Out,Curse,Earthquake,Stone Edge	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,30 df,30 sa,30 sd,30 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 df	hzla_dynamic_calc_imp_1-3	Asserted
66	Tuber M Charlie	Tuber M Charlie	1	route	Singles	Check Bad Move	2	56	56	FALSE	FALSE	Azumarill:56:UNK:NONE:Hardy:Rain Dance,Double-Edge,Superpower,Hydro Pump|Dudunsparce:56:UNK:NONE:Hardy:Air Slash,Dragon Rush,Endure,Crush Claw	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
67	Tuber M Ricky2	Tuber M Ricky	2	route	Singles	Check Bad Move	1	22	22	TRUE	FALSE	Simipour:22:UNK:NONE:Hardy:Scald	31 hp,31 at,31 df,31 sa,31 sd,31 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
68	Tuber M Ricky3	Tuber M Ricky	3	route	Singles	Check Bad Move	1	22	22	TRUE	FALSE	Simipour:22:UNK:NONE:Hardy:Scald	31 hp,31 at,31 df,31 sa,31 sd,31 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
69	Tuber M Ricky4	Tuber M Ricky	4	route	Singles	Check Bad Move	1	22	22	TRUE	FALSE	Simipour:22:UNK:NONE:Hardy:Scald	31 hp,31 at,31 df,31 sa,31 sd,31 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
70	Tuber M Ricky5	Tuber M Ricky	5	route	Singles	Check Bad Move	1	22	22	TRUE	FALSE	Simipour:22:UNK:NONE:Hardy:Scald	31 hp,31 at,31 df,31 sa,31 sd,31 sp	0	hzla_dynamic_calc_imp_1-3	Asserted
71	Rival Master Poucine	Rival Master Poucine	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	7	0	0	TRUE	TRUE	Dragapult:0:Clear Body:Dragon Fang:Jolly:Dragon Darts,U-turn,Shadow Claw,Dragon Dance|Sneasler:0:Poison Touch:Shuca Berry:Jolly:Swords Dance,Drain Punch,Dire Claw,Mach Punch|Rapidash-Galar:0:Flash Fire:Charcoal:Jolly:Fire Lash,Flame Charge,Play Rough,Wild Charge|Mamoswine:0:Thick Fat:Soft Sand:Adamant:Earthquake,Icicle Crash,Ice Shard,Stone Edge|Urshifu:0:Unseen Fist:Life Orb:Jolly:Close Combat,Wicked Blow,Sucker Punch,Swords Dance|Empoleon:0:Torrent:Empoleonite O:Jolly:Swords Dance,Aqua Jet,Iron Head,Liquidation|Empoleon-Mega-O:0:Emperors Presence:Empoleonite O:Jolly:Swords Dance,Aqua Jet,Iron Head,Liquidation	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
72	Rival Oblivion Wing	Rival Oblivion Wing	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	7	0	0	TRUE	TRUE	Gyarados:0:Intimidate:Mystic Water:Jolly:Ice Fang,Aqua Tail,Crunch,Twister|Greninja:0:Protean:Mystic Water:Timid:Scald,Icy Wind,Extrasensory,Water Pulse|Blaziken:0:Striker:Expert Belt:Adamant:Triple Arrows,Brave Bird,Blaze Kick,Quick Attack|Roaring Moon:0:Protosynthesis:Booster Energy:Jolly:Night Slash,Dragon Claw,Zen Headbutt,Headbutt|Urshifu:0:Unseen Fist:Life Orb:Jolly:Dynamic Punch,Wicked Blow,Iron Head,Detect|Luxray:0:Intimidate:Luxrite:Jolly:Crunch,Zing Zap,Thunder Fang,Baby-Doll Eyes|Luxray-Mega:0:Strong Jaw:Luxrite:Jolly:Crunch,Zing Zap,Thunder Fang,Baby-Doll Eyes	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
73	Guitarist Brian 7 Badges	Guitarist Brian 7 Badges	1	route	Doubles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	6	0	0	TRUE	TRUE	Sandy Shocks:0:Water Compaction:Focus Sash:Timid:Bulldoze,Parabolic Charge,Substitute|Rhyperior:0:Solid Rock:Weakness Policy:Adamant:Stone Edge,Hammer Arm,Drill Run,Dragon Tail|Rotom-Fan:0:Motor Drive:Lum Berry:Timid:Air Slash,Discharge,Shadow Ball,Will-O-Wisp|Orthworm:0:Earth Eater:Leftovers:Impish:Heavy Slam,Body Press,Stomping Tantrum,Coil|Marowak-Alola:0:Lightning Rod:Thick Club:Brave:Heat Wave,Shadow Bone,Bonemerang,Icy Wind|Lanturn:0:Volt Absorb:Weakness Policy:Bold:Parabolic Charge,Scald,Dazzling Gleam,Ice Beam	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	6 hp,252 sa,252 sp|6 hp,252 at,252 sp|6 hp,252 sa,252 sp|6 hp,252 at,252 df|6 hp,252 at,252 sa|6 hp,252 df,252 sa	hzla_dynamic_calc_imp_1-3	Asserted
74	Rival Burak	Rival Burak	1	rival	Singles	Check Bad Move,Try To Faint,Check Viability,Smart Switching,Omniscient	7	0	0	TRUE	TRUE	Infernape:0:Iron Fist:Infernapite:Hasty:Fake Out,Overheat,Close Combat,Knock Off|Gouging Fire:0:Protosynthesis:Leftovers:Jolly:Heat Crash,Dragon Claw,Burning Bulwark,Morning Sun|Primarina:0:Liquid Voice:Assault Vest:Calm:Flip Turn,Moonblast,Ice Beam,Hyper Voice|Gyarados:0:Intimidate:Wacan Berry:Jolly:Aqua Tail,Ice Fang,Earthquake,Crunch|Kingambit:0:Defiant:Focus Sash:Adamant:Kowtow Cleave,Sucker Punch,Iron Head,Brick Break|Spidops:0:Stakeout:Life Orb:Adamant:First Impression,Skitter Smack,Facade,Rock Tomb|Infernape-Mega:0:Iron Fist:Infernapite:Hasty:Fake Out,Overheat,Close Combat,Knock Off	31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp|31 hp,31 at,31 df,31 sa,31 sd,31 sp	252 at,6 sa,252 sp|6 hp,252 at,252 sp|252 hp,6 sa,252 sd|6 hp,252 at,252 sp|6 hp,252 at,252 sp|6 hp,252 at,252 sp|252 at,6 sa,252 sp	hzla_dynamic_calc_imp_1-3	Asserted
75	Cooltrainer Braxton	Cooltrainer Braxton	1	route	Singles	Check Bad Move,Try To Faint,Check Viability	3	56	56	FALSE	FALSE	Primeape:56:UNK:NONE:Hardy:Screech,Stomping Tantrum,Outrage,Cross Chop|Magnezone:56:UNK:NONE:Hardy:Screech,Discharge,Lock-On,Magnet Rise|Shiftry:56:UNK:NONE:Hardy:Hurricane,Nasty Plot,Leaf Storm,Toxic Spikes	0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp|0 hp,0 at,0 df,0 sa,0 sd,0 sp	0|0|0	hzla_dynamic_calc_imp_1-3	Asserted
76	Cooltrainer Vincent	Cooltrainer Vincent	1	route	Singles	Check Bad Move,Try To Faint,Check Viability	3	44	44	FALSE	FALSE	Sableye:44:UNK:NONE:Hardy:Power Gem,Shadow Ball,Foul Play,Quash|Medicham:44:UNK:NONE:Hardy:High Jump Kick,Psych Up,Power Trick,Reversal|Sharpedo:44:UNK:NONE:Hardy:Swagger,Ice Fang,Poison Fang,Crunch	12 hp,12 at,12 df,12 sa,12 sd,12 sp|12 hp,12 at,12 df,12 sa,12 sd,12 sp|12 hp,12 at,12 df,12 sa,12 sd,12 sp	0|0|0	hzla_dynamic_calc_imp_1-3	Asserted
77	Cooltrainer Leroy	Cooltrainer Leroy	1	route	Singles	Check Bad Move,Try To Faint,Check Viability	2	46	46	FALSE	FALSE	Mawile:46:UNK:NONE:Hardy:Stockpile,Swallow,Spit Up,Iron Head|Starmie:46:UNK:NONE:Hardy:Rapid Spin,Psybeam,Recover,Confuse Ray	12 hp,12 at,12 df,12 sa,12 sd,12 sp|12 hp,12 at,12 df,12 sa,12 sd,12 sp	0|0	hzla_dynamic_calc_imp_1-3	Asserted
